省级政区代码,省级政区名称,地市级政区代码,地市级政区名称,年份,党委书记姓名,出生年份,出生月份,籍贯省份代码,籍贯省份名称,籍贯地市代码,籍贯地市名称,性别,民族,教育,是否是党校教育（是=1，否=0）,专业：人文,专业：社科,专业：理工,专业：农科,专业：医科,入党年份,工作年份
130000,河北省,130300,秦皇岛市,2010,王三堂,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130400,邯郸市,2000,董强,,,,,,,,,大专,0,1,0,0,0,0,,
130000,河北省,130400,邯郸市,2001,董强,,,,,,,,,大专,0,1,0,0,0,0,,
130000,河北省,130400,邯郸市,2002,董强,,,,,,,,,大专,0,1,0,0,0,0,,
130000,河北省,130400,邯郸市,2003,张力,,,,,,,,,硕士,1,1,0,0,0,0,,
130000,河北省,130400,邯郸市,2004,聂辰席,,,,,,,,,博士,1,0,1,0,0,0,,
130000,河北省,130400,邯郸市,2005,聂辰席,,,,,,,,,博士,1,0,1,0,0,0,,
130000,河北省,130400,邯郸市,2006,聂辰席,,,,,,,,,博士,1,0,1,0,0,0,,
130000,河北省,130400,邯郸市,2007,孙瑞彬,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130400,邯郸市,2008,崔江水,,,,,,,,,本科,0,0,0,1,0,0,,
130000,河北省,130400,邯郸市,2009,崔江水,,,,,,,,,本科,0,0,0,1,0,0,,
130000,河北省,130400,邯郸市,2010,崔江水,,,,,,,,,本科,0,0,0,1,0,0,,
130000,河北省,130500,邢台市,2000,臧胜业,,,,,,,,,硕士,1,1,0,0,0,0,,
130000,河北省,130500,邢台市,2001,柳宝全,,,,,,,,,本科,1,0,0,0,1,0,,
130000,河北省,130500,邢台市,2002,柳宝全,,,,,,,,,本科,1,0,0,0,1,0,,
130000,河北省,130500,邢台市,2003,董经纬,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130500,邢台市,2004,董经纬,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130500,邢台市,2005,董经纬,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130500,邢台市,2006,董经纬,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130500,邢台市,2007,董经纬,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130500,邢台市,2008,董经纬,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130500,邢台市,2009,姜德果,,,,,,,,,硕士,0,0,1,0,0,0,,
130000,河北省,130500,邢台市,2010,姜德果,,,,,,,,,硕士,0,0,1,0,0,0,,
130000,河北省,130600,保定市,2000,么金铎,,,,,,,,,本科,0,0,0,1,0,0,,
130000,河北省,130600,保定市,2001,么金铎,,,,,,,,,本科,0,0,0,1,0,0,,
130000,河北省,130600,保定市,2002,王珽玖,,,,,,,,,,,,,,,,,
130000,河北省,130600,保定市,2003,王珽玖,,,,,,,,,,,,,,,,,
130000,河北省,130600,保定市,2004,王珽玖,,,,,,,,,,,,,,,,,
130000,河北省,130600,保定市,2005,王珽玖,,,,,,,,,,,,,,,,,
130000,河北省,130600,保定市,2006,王昆山,,,,,,,,,本科,0,,,,,,,
130000,河北省,130600,保定市,2007,宋长瑞,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130600,保定市,2008,宋太平,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130600,保定市,2009,宋太平,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130600,保定市,2010,宋太平,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130700,张家口市,2000,杨德庆,,,,,,,,,,,,,,,,,
130000,河北省,130700,张家口市,2001,杨德庆,,,,,,,,,,,,,,,,,
130000,河北省,130700,张家口市,2002,杨德庆,,,,,,,,,,,,,,,,,
130000,河北省,130700,张家口市,2003,杨德庆,,,,,,,,,,,,,,,,,
130000,河北省,130700,张家口市,2004,刘永瑞,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130700,张家口市,2005,刘永瑞,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130700,张家口市,2006,刘永瑞,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130700,张家口市,2007,宋太平,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130700,张家口市,2008,许宁,,,,,,,,,硕士,0,0,1,0,0,0,,
130000,河北省,130700,张家口市,2009,许宁,,,,,,,,,硕士,0,0,1,0,0,0,,
130000,河北省,130700,张家口市,2010,许宁,,,,,,,,,硕士,0,0,1,0,0,0,,
130000,河北省,130800,承德市,2000,傅贵武,,,,,,,,,,,,,,,,,
130000,河北省,130800,承德市,2001,傅贵武,,,,,,,,,,,,,,,,,
130000,河北省,130800,承德市,2002,赵文鹤,,,,,,,,,本科,0,0,0,0,0,1,,
130000,河北省,130800,承德市,2003,赵文鹤,,,,,,,,,本科,0,0,0,0,0,1,,
130000,河北省,130800,承德市,2004,赵文鹤,,,,,,,,,本科,0,0,0,0,0,1,,
130000,河北省,130800,承德市,2005,赵文鹤,,,,,,,,,本科,0,0,0,0,0,1,,
130000,河北省,130800,承德市,2006,赵文鹤,,,,,,,,,本科,0,0,0,0,0,1,,
130000,河北省,130800,承德市,2007,赵文鹤,,,,,,,,,本科,0,0,0,0,0,1,,
130000,河北省,130800,承德市,2008,艾文礼,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,130800,承德市,2009,杨汭,,,,,,,,,博士,1,0,1,1,0,0,,
130000,河北省,130800,承德市,2010,杨汭,,,,,,,,,博士,1,0,1,1,0,0,,
130000,河北省,130900,沧州市,2000,张庆华,,,,,,,,,,,,,,,,,
130000,河北省,130900,沧州市,2001,张庆华,,,,,,,,,,,,,,,,,
130000,河北省,130900,沧州市,2002,张庆华,,,,,,,,,,,,,,,,,
130000,河北省,130900,沧州市,2003,张庆华,,,,,,,,,,,,,,,,,
130000,河北省,130900,沧州市,2004,张庆华,,,,,,,,,,,,,,,,,
130000,河北省,130900,沧州市,2005,郭华,,,,,,,,,本科,1,0,1,0,0,0,,
130000,河北省,130900,沧州市,2006,郭华,,,,,,,,,本科,1,0,1,0,0,0,,
130000,河北省,130900,沧州市,2007,郭华,,,,,,,,,本科,1,0,1,0,0,0,,
130000,河北省,130900,沧州市,2008,郭华,,,,,,,,,本科,1,0,1,0,0,0,,
130000,河北省,130900,沧州市,2009,郭华,,,,,,,,,本科,1,0,1,0,0,0,,
130000,河北省,130900,沧州市,2010,郭华,,,,,,,,,本科,1,0,1,0,0,0,,
130000,河北省,131000,廊坊市,2000,王学军,,,,,,,,,硕士,1,0,1,1,0,0,,
130000,河北省,131000,廊坊市,2001,王学军,,,,,,,,,硕士,1,0,1,1,0,0,,
130000,河北省,131000,廊坊市,2002,孙建群,,,,,,,,,本科,0,0,0,1,0,0,,
130000,河北省,131000,廊坊市,2003,孙建群,,,,,,,,,本科,0,0,0,1,0,0,,
130000,河北省,131000,廊坊市,2004,吴显国,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,131000,廊坊市,2005,王增力,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,131000,廊坊市,2006,王增力,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,131000,廊坊市,2007,王增力,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,131000,廊坊市,2008,赵世洪,,,,,,,,,博士,0,1,0,0,0,0,,
130000,河北省,131000,廊坊市,2009,赵世洪,,,,,,,,,博士,0,1,0,0,0,0,,
130000,河北省,131000,廊坊市,2010,赵世洪,,,,,,,,,博士,0,1,0,0,0,0,,
130000,河北省,131100,衡水市,2000,刘德忠,,,,,,,,,大专,0,0,0,0,1,0,,
130000,河北省,131100,衡水市,2001,刘德忠,,,,,,,,,大专,0,0,0,0,1,0,,
130000,河北省,131100,衡水市,2002,刘德忠,,,,,,,,,大专,0,0,0,0,1,0,,
130000,河北省,131100,衡水市,2003,李俊渠,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,131100,衡水市,2004,李俊渠,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,131100,衡水市,2005,李俊渠,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,131100,衡水市,2006,李俊渠,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,131100,衡水市,2007,景春华,,,,,,,,,博士,1,0,1,0,0,0,,
130000,河北省,131100,衡水市,2008,景春华,,,,,,,,,博士,1,0,1,0,0,0,,
130000,河北省,131100,衡水市,2009,陈贵,,,,,,,,,硕士,1,0,1,0,0,0,,
130000,河北省,131100,衡水市,2010,刘可为,,,,,,,,,硕士,0,1,0,0,0,0,,
140000,山西省,140100,太原市,2000,侯伍杰,1945,9,140000,山西省,140300,阳泉市,男,汉族,硕士,1,,,,,,1966,1967
140000,山西省,140100,太原市,2001,侯伍杰,1945,9,140000,山西省,140300,阳泉市,男,汉族,硕士,1,,,,,,1966,1967
140000,山西省,140100,太原市,2002,云公民,1950,9,150000,内蒙古自治区,150100,呼和浩特市,男,少数民族,本科,0,0,0,1,0,0,1979,1968
140000,山西省,140100,太原市,2003,云公民,1950,9,150000,内蒙古自治区,150100,呼和浩特市,男,少数民族,本科,0,0,0,1,0,0,1979,1968
140000,山西省,140100,太原市,2004,云公民,1950,9,150000,内蒙古自治区,150100,呼和浩特市,男,少数民族,本科,0,0,0,1,0,0,1979,1968
140000,山西省,140100,太原市,2005,云公民,1950,9,150000,内蒙古自治区,150100,呼和浩特市,男,少数民族,本科,0,0,0,1,0,0,1979,1968
140000,山西省,140100,太原市,2006,申维辰,1956,5,140000,山西省,140400,长治市,男,汉族,本科,0,0,0,0,0,0,1979,1969
140000,山西省,140100,太原市,2007,申维辰,1956,5,140000,山西省,140400,长治市,男,汉族,本科,0,0,0,0,0,0,1979,1969
140000,山西省,140100,太原市,2008,申维辰,1956,5,140000,山西省,140400,长治市,男,汉族,本科,0,0,0,0,0,0,1979,1969
140000,山西省,140100,太原市,2009,申维辰,1956,5,140000,山西省,140400,长治市,男,汉族,本科,0,0,0,0,0,0,1979,1969
140000,山西省,140100,太原市,2010,申维辰,1956,5,140000,山西省,140400,长治市,男,汉族,本科,0,0,0,0,0,0,1979,1969
140000,山西省,140200,大同市,2000,靳善忠,1949,5,140000,山西省,140900,忻州市,男,汉族,中专,0,0,0,1,0,0,1975,1969
140000,山西省,140200,大同市,2001,靳善忠,1949,5,140000,山西省,140900,忻州市,男,汉族,中专,0,0,0,1,0,0,1975,1969
140000,山西省,140200,大同市,2002,来玉龙,1945,11,140000,山西省,140600,朔州市,男,汉族,中专,0,0,0,1,0,0,1966,1969
140000,山西省,140200,大同市,2003,来玉龙,1945,11,140000,山西省,140600,朔州市,男,汉族,中专,0,0,0,1,0,0,1966,1969
140000,山西省,140200,大同市,2004,来玉龙,1945,11,140000,山西省,140600,朔州市,男,汉族,中专,0,0,0,1,0,0,1966,1969
140000,山西省,140200,大同市,2005,来玉龙,1945,11,140000,山西省,140600,朔州市,男,汉族,中专,0,0,0,1,0,0,1966,1969
140000,山西省,140200,大同市,2006,郭良孝,1952,1,140000,山西省,141100,吕梁市,男,汉族,大专,0,0,1,0,0,0,1971,1969
140000,山西省,140200,大同市,2007,郭良孝,1952,1,140000,山西省,141100,吕梁市,男,汉族,大专,0,0,1,0,0,0,1971,1969
140000,山西省,140200,大同市,2008,丰立祥,1957,8,140000,山西省,140600,朔州市,男,汉族,大专,0,0,0,1,0,0,1974,1976
140000,山西省,140200,大同市,2009,丰立祥,1957,8,140000,山西省,140600,朔州市,男,汉族,大专,0,0,0,1,0,0,1974,1976
140000,山西省,140200,大同市,2010,丰立祥,1957,8,140000,山西省,140600,朔州市,男,汉族,大专,0,0,0,1,0,0,1974,1976
140000,山西省,140300,阳泉市,2000,程步云,1945,11,140000,山西省,140900,忻州市,男,汉族,本科,0,1,0,0,0,0,1973,1969
140000,山西省,140300,阳泉市,2001,程步云,1945,11,140000,山西省,140900,忻州市,男,汉族,本科,0,1,0,0,0,0,1973,1969
140000,山西省,140300,阳泉市,2002,程步云,1945,11,140000,山西省,140900,忻州市,男,汉族,本科,0,1,0,0,0,0,1973,1969
140000,山西省,140300,阳泉市,2003,程步云,1945,11,140000,山西省,140900,忻州市,男,汉族,本科,0,1,0,0,0,0,1973,1969
140000,山西省,140300,阳泉市,2004,程步云,1945,11,140000,山西省,140900,忻州市,男,汉族,本科,0,1,0,0,0,0,1973,1969
140000,山西省,140300,阳泉市,2005,程步云,1945,11,140000,山西省,140900,忻州市,男,汉族,本科,0,1,0,0,0,0,1973,1969
140000,山西省,140300,阳泉市,2006,谢海,1953,10,140000,山西省,140900,忻州市,男,汉族,硕士,1,0,1,0,0,0,1974,1971
140000,山西省,140300,阳泉市,2007,谢海,1953,10,140000,山西省,140900,忻州市,男,汉族,硕士,1,0,1,0,0,0,1974,1971
140000,山西省,140300,阳泉市,2008,谢海,1953,10,140000,山西省,140900,忻州市,男,汉族,硕士,1,0,1,0,0,0,1974,1971
140000,山西省,140300,阳泉市,2009,白云,1960,12,140000,山西省,140900,忻州市,女,汉族,硕士,1,0,1,0,0,0,1979,1976
140000,山西省,140300,阳泉市,2010,白云,1960,12,140000,山西省,140900,忻州市,女,汉族,硕士,1,0,1,0,0,0,1979,1976
140000,山西省,140400,长治市,2000,吕日周,1945,1,140000,山西省,140200,大同市,男,汉族,本科,0,1,0,0,0,0,,1970
140000,山西省,140400,长治市,2001,吕日周,1945,1,140000,山西省,140200,大同市,男,汉族,本科,0,1,0,0,0,0,,1970
140000,山西省,140400,长治市,2002,吕日周,1945,1,140000,山西省,140200,大同市,男,汉族,本科,0,1,0,0,0,0,,1970
140000,山西省,140400,长治市,2003,张兵生,1955,9,140000,山西省,141000,临汾市,男,汉族,本科,0,0,1,0,0,0,1975,1982
140000,山西省,140400,长治市,2004,张兵生,1955,9,140000,山西省,141000,临汾市,男,汉族,本科,0,0,1,0,0,0,1975,1982
140000,山西省,140400,长治市,2005,张兵生,1955,9,140000,山西省,141000,临汾市,男,汉族,本科,0,0,1,0,0,0,1975,1982
140000,山西省,140400,长治市,2006,郭海亮,1951,10,140000,山西省,141100,吕梁市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
140000,山西省,140400,长治市,2007,郭海亮,1951,10,140000,山西省,141100,吕梁市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
140000,山西省,140400,长治市,2008,杜善学,1956,2,140000,山西省,140800,运城市,男,汉族,硕士,1,0,1,0,0,0,1975,1976
140000,山西省,140400,长治市,2009,杜善学,1956,2,140000,山西省,140800,运城市,男,汉族,硕士,1,0,1,0,0,0,1975,1976
140000,山西省,140400,长治市,2010,杜善学,1956,2,140000,山西省,140800,运城市,男,汉族,硕士,1,0,1,0,0,0,1975,1976
140000,山西省,140500,晋城市,2000,马巧珍,1945,11,140000,山西省,140500,晋城市,女,汉族,,,,,,,,1965,1968
140000,山西省,140500,晋城市,2001,张少农,1954,7,140000,山西省,140400,长治市,男,汉族,大专,1,0,1,0,0,0,1974,1971
140000,山西省,140500,晋城市,2002,张少农,1954,7,140000,山西省,140400,长治市,男,汉族,大专,1,0,1,0,0,0,1974,1971
140000,山西省,140500,晋城市,2003,张少农,1954,7,140000,山西省,140400,长治市,男,汉族,大专,1,0,1,0,0,0,1974,1971
140000,山西省,140500,晋城市,2004,张少农,1954,7,140000,山西省,140400,长治市,男,汉族,大专,1,0,1,0,0,0,1974,1971
140000,山西省,140500,晋城市,2005,李雁红,1952,9,140000,山西省,140300,阳泉市,男,汉族,本科,0,1,0,0,0,0,1974,1970
140000,山西省,140500,晋城市,2006,李雁红,1952,9,140000,山西省,140300,阳泉市,男,汉族,本科,0,1,0,0,0,0,1974,1970
140000,山西省,140500,晋城市,2007,李雁红,1952,9,140000,山西省,140300,阳泉市,男,汉族,本科,0,1,0,0,0,0,1974,1970
140000,山西省,140500,晋城市,2008,张茂才,1954,9,140000,山西省,140900,忻州市,男,汉族,硕士,1,0,1,0,0,0,1974,1970
140000,山西省,140500,晋城市,2009,张茂才,1954,9,140000,山西省,140900,忻州市,男,汉族,硕士,1,0,1,0,0,0,1974,1970
140000,山西省,140500,晋城市,2010,张茂才,1954,9,140000,山西省,140900,忻州市,男,汉族,硕士,1,0,1,0,0,0,1974,1970
140000,山西省,140600,朔州市,2000,来玉龙,1945,11,140000,山西省,140600,朔州市,男,汉族,,,,,,,,1966,1969
140000,山西省,140600,朔州市,2001,梁滨,1956,4,140000,山西省,141100,吕梁市,男,汉族,硕士,1,0,0,1,0,0,1979,1974
140000,山西省,140600,朔州市,2002,梁滨,1956,4,140000,山西省,141100,吕梁市,男,汉族,硕士,1,0,0,1,0,0,1979,1974
140000,山西省,140600,朔州市,2003,阎沁生,1948,9,140000,山西省,140400,长治市,男,汉族,本科,0,0,0,1,0,0,1971,1961
140000,山西省,140600,朔州市,2004,阎沁生,1948,9,140000,山西省,140400,长治市,男,汉族,本科,0,0,0,1,0,0,1971,1961
140000,山西省,140600,朔州市,2005,阎沁生,1948,9,140000,山西省,140400,长治市,男,汉族,本科,0,0,0,1,0,0,1971,1961
140000,山西省,140600,朔州市,2006,王雅安,1949,10,140000,山西省,140800,运城市,男,汉族,本科,1,1,0,0,0,0,1973,1968
140000,山西省,140600,朔州市,2007,王雅安,1949,10,140000,山西省,140800,运城市,男,汉族,本科,1,1,0,0,0,0,1973,1968
140000,山西省,140600,朔州市,2008,田喜荣,1955,11,140000,山西省,140900,忻州市,男,汉族,本科,1,0,1,0,0,0,1975,1973
140000,山西省,140600,朔州市,2009,田喜荣,1955,11,140000,山西省,140900,忻州市,男,汉族,本科,1,0,1,0,0,0,1975,1973
140000,山西省,140600,朔州市,2010,田喜荣,1955,11,140000,山西省,140900,忻州市,男,汉族,本科,1,0,1,0,0,0,1975,1973
140000,山西省,140700,晋中市,2000,申维辰,1956,5,140000,山西省,140400,长治市,男,汉族,本科,0,0,0,0,0,0,1979,1969
140000,山西省,140700,晋中市,2001,刘俊谦,1947,8,130000,河北省,130600,保定市,男,汉族,硕士,0,,,,,,,1972
140000,山西省,140700,晋中市,2002,刘俊谦,1947,8,130000,河北省,130600,保定市,男,汉族,硕士,0,,,,,,,1972
140000,山西省,140700,晋中市,2003,刘俊谦,1947,8,130000,河北省,130600,保定市,男,汉族,硕士,0,,,,,,,1972
140000,山西省,140700,晋中市,2004,刘俊谦,1947,8,130000,河北省,130600,保定市,男,汉族,硕士,0,,,,,,,1972
140000,山西省,140700,晋中市,2005,王雅安,1949,10,140000,山西省,140800,运城市,男,汉族,,,,,,,,1973,1968
140000,山西省,140700,晋中市,2006,王雅安,1949,10,140000,山西省,140800,运城市,男,汉族,,,,,,,,1973,1968
140000,山西省,140700,晋中市,2007,李永宏,1952,10,140000,山西省,141000,临汾市,男,汉族,硕士,0,0,0,1,0,0,1984,1970
140000,山西省,140700,晋中市,2008,李永宏,1952,10,140000,山西省,141000,临汾市,男,汉族,硕士,0,0,0,1,0,0,1984,1970
140000,山西省,140700,晋中市,2009,李永宏,1952,10,140000,山西省,141000,临汾市,男,汉族,硕士,0,0,0,1,0,0,1984,1970
140000,山西省,140700,晋中市,2010,李永宏,1952,10,140000,山西省,141000,临汾市,男,汉族,硕士,0,0,0,1,0,0,1984,1970
140000,山西省,140800,运城市,2000,黄有泉,1946,4,140000,山西省,140800,运城市,男,汉族,,1,,,,,,1966,1964
140000,山西省,140800,运城市,2001,黄有泉,1946,4,140000,山西省,140800,运城市,男,汉族,,1,,,,,,1966,1964
140000,山西省,140800,运城市,2002,黄有泉,1946,4,140000,山西省,140800,运城市,男,汉族,,1,,,,,,1966,1964
140000,山西省,140800,运城市,2003,黄有泉,1946,4,140000,山西省,140800,运城市,男,汉族,,1,,,,,,1966,1964
140000,山西省,140800,运城市,2004,黄有泉,1946,4,140000,山西省,140800,运城市,男,汉族,,1,,,,,,1966,1964
140000,山西省,140800,运城市,2005,黄有泉,1946,4,140000,山西省,140800,运城市,男,汉族,,1,,,,,,1966,1964
140000,山西省,140800,运城市,2006,张茂才,1954,9,140000,山西省,140900,忻州市,男,汉族,硕士,1,0,1,0,0,0,1974,1970
140000,山西省,140800,运城市,2007,张茂才,1954,9,140000,山西省,140900,忻州市,男,汉族,硕士,1,0,1,0,0,0,1974,1970
140000,山西省,140800,运城市,2008,高卫东,1957,11,630000,青海省,630100,西宁市,男,汉族,硕士,1,0,0,0,1,0,1986,1975
140000,山西省,140800,运城市,2009,高卫东,1957,11,630000,青海省,630100,西宁市,男,汉族,硕士,1,0,0,0,1,0,1986,1975
140000,山西省,140800,运城市,2010,高卫东,1957,11,630000,青海省,630100,西宁市,男,汉族,硕士,1,0,0,0,1,0,1986,1975
140000,山西省,140900,忻州市,2000,梁滨,1956,4,140000,山西省,141100,吕梁市,男,汉族,硕士,1,0,0,1,0,0,1979,1974
140000,山西省,140900,忻州市,2001,梁滨,1956,4,140000,山西省,141100,吕梁市,男,汉族,硕士,1,0,0,1,0,0,1979,1974
140000,山西省,140900,忻州市,2002,吕德功,1948,6,140000,山西省,140100,太原市,男,汉族,,,,,,,,,
140000,山西省,140900,忻州市,2003,吕德功,1948,6,140000,山西省,140100,太原市,男,汉族,,,,,,,,,
140000,山西省,140900,忻州市,2004,吕德功,1948,6,140000,山西省,140100,太原市,男,汉族,,,,,,,,,
140000,山西省,140900,忻州市,2005,吕德功,1948,6,140000,山西省,140100,太原市,男,汉族,,,,,,,,,
140000,山西省,140900,忻州市,2006,张建欣,1955,10,130000,河北省,130100,石家庄市,女,汉族,硕士,0,0,0,1,0,0,1975,1973
140000,山西省,140900,忻州市,2007,张建欣,1955,10,130000,河北省,130100,石家庄市,女,汉族,硕士,0,0,0,1,0,0,1975,1973
140000,山西省,140900,忻州市,2008,张建欣,1955,10,130000,河北省,130100,石家庄市,女,汉族,硕士,0,0,0,1,0,0,1975,1973
140000,山西省,140900,忻州市,2009,董洪运,1956,11,140000,山西省,141000,临汾市,男,汉族,硕士,0,0,1,0,0,0,1976,1982
140000,山西省,140900,忻州市,2010,董洪运,1956,11,140000,山西省,141000,临汾市,男,汉族,硕士,0,0,1,0,0,0,1976,1982
140000,山西省,141000,临汾市,2000,杜玉林,1950,6,140000,山西省,140900,忻州市,男,汉族,,,,,,,,1969,1972
140000,山西省,141000,临汾市,2001,樊纪亨,1944,7,140000,山西省,141000,临汾市,男,汉族,,,,,,,,1971,1970
140000,山西省,141000,临汾市,2002,樊纪亨,1944,7,140000,山西省,141000,临汾市,男,汉族,,,,,,,,1971,1970
140000,山西省,141000,临汾市,2003,张茂才,1954,9,140000,山西省,140900,忻州市,男,汉族,,,,,,,,1974,1970
140000,山西省,141000,临汾市,2004,张茂才,1954,9,140000,山西省,140900,忻州市,男,汉族,,,,,,,,1974,1970
140000,山西省,141000,临汾市,2005,张茂才,1954,9,140000,山西省,140900,忻州市,男,汉族,,,,,,,,1974,1970
140000,山西省,141000,临汾市,2006,王国正,1952,1,140000,山西省,140800,运城市,男,汉族,硕士,1,0,0,1,0,0,1984,1970
140000,山西省,141000,临汾市,2007,王国正,1952,1,140000,山西省,140800,运城市,男,汉族,硕士,1,0,0,1,0,0,1984,1970
140000,山西省,141000,临汾市,2008,夏振贵,1956,9,140000,山西省,140600,朔州市,男,汉族,硕士,1,0,1,0,0,0,1978,1975
140000,山西省,141000,临汾市,2009,谢海,1953,10,140000,山西省,140900,忻州市,男,汉族,,,,,,,,1974,1971
140000,山西省,141000,临汾市,2010,谢海,1953,10,140000,山西省,140900,忻州市,男,汉族,,,,,,,,1974,1971
140000,山西省,141100,吕梁市,2000,,,,,,,,,,,,,,,,,,
140000,山西省,141100,吕梁市,2001,,,,,,,,,,,,,,,,,,
140000,山西省,141100,吕梁市,2002,,,,,,,,,,,,,,,,,,
140000,山西省,141100,吕梁市,2003,郭海亮,1951,10,140000,山西省,141100,吕梁市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
140000,山西省,141100,吕梁市,2004,郭海亮,1951,10,140000,山西省,141100,吕梁市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
140000,山西省,141100,吕梁市,2005,郭海亮,1951,10,140000,山西省,141100,吕梁市,男,汉族,硕士,1,0,1,0,0,0,1972,1970
